code,Id,category,area_code,address,Latitude,Longitude,name,information,image
361,614,3,6,부산 기장군 기장읍 기장해안로 268-32,35.1978804,129.228376,아난티 힐튼 부산,"부산의 아름다운 해변을 품은 기장에 위치한 아난티 힐튼 부산에서 도심 속 완벽한 휴식처라는 차별화된 컨셉과 규모, 서비스를 자랑합니다. 탁 트인 오션뷰를 마음껏 감상 할 수 있는 약 21평...",
362,615,3,6,부산 수영구 광안해변로279번길 30,35.1567722,129.125495,와바 클래식,"광안리 바닷가,민락더마켓.수변공원 걸어서 2분거리~주변 맛집핫플 중심 친절한 서비스와 편안한 잠자리를 제공하기 위해 최선을 다하고 있습니다.",
363,3110,3,31,경기 성남시 수정구 위례대로 83 밀리토피아 호텔,37.46821,127.144133,위례 밀리토피아 호텔,"미래지향적인 웰빙도시 위례신도시의 랜드마크 밀리토피아호텔 남한산성을 에워싼 탁트인 시야와 쾌적하고 여유로운 친자연적인 공간활용, 모던하고 세련된 스타일의 외관과 품격 높은 인테...",
364,3111,3,31,경기 성남시 분당구 판교역로146번길 2,37.393426,127.11011,그래비티 서울 판교 오토그래프 컬렉션,그래비티 서울 판교는 잠들어 있는 일상을 깨우는 프리미엄 라이프 스타일 호텔입니다. 일상의 자극과 새롭고 다채로운 경험을 통하여 자신만의 가치를 찾아나서는 고객에게 생동감 넘치는 ...,
365,3112,3,31,경기 수원시 영통구 광교호수공원로 320 코트야드 메리어트 수원,37.284611,127.057562,코트야드 바이 메리어트 수원,"광교중앙역에서 6분, 강남역에서 30분 거리에 위치한 4성급 수원 호텔은 수원컨벤션센터, 갤러리아백화점, 아쿠아리움과 연결되어 있습니다. 비즈니스 회의 및 특별 행사를 위한 스위트룸과 다...",
366,3113,3,31,경기 김포시 고촌읍 아라육로152번길 169,37.601342,126.785849,라마다 앙코르 바이 윈덤 김포 한강 호텔,라마다앙코르 바이윈덤 김포한강호텔은 전세계적인 예약망과 마케팅 시스템을 구비한 세계적인 호텔 브랜드인 라마다와 제휴하여 2019년 3월 김포시 아라육로에 개관하였습니다. 지하 3층부터...,
367,3210,3,32,강원 원주시 동부순환로 200 호텔인터불고원주컨벤션호텔,37.3325,127.9742,호텔인터불고 원주,인터불고 INTER BURGO는 스페인어로 화목한 작은 마을이라는 뜻을 지닌 단어입니다. 강원도 원주시에 위치한 호텔인터불고 원주는 건물 후면의 전체가 각각의 4계절마다 그림같은 절경을 자랑하...,
368,3211,3,32,강원 양양군 양양읍 일출로 159-5 디그니티호텔,38.1085,128.6405,디그니티호텔,"당신이 꿈꾸는 이 곳에 동해를 가득품은 아름다운 호텔이 있습니다. 설악의 수려한 경관과 동해의 청정한 해변이 만난 그 곳, 양양. 여행의 가치를 높이는 디그니티 호텔로 당신을 초대합니다....",
369,3212,3,32,강원 정선군 사북읍 지장천로 583,37.2267,128.8124,정선 그랜드 인투라온 호텔,"그랜드 인투라온호텔은 아름다운 자연, 싱그러움과 설레임으로 가득한 강원도 정선 사북에 위치해 있습니다. 그랜드 인투라온호텔은 고객님께 삶의 여유와 활력을 더하는 공간이 될 수 있도...",
370,3213,3,32,강원 평창군 대관령면 오목길 107,37.6598,128.7177,평창 라마다 호텔&스위트,"라마다 호텔&스위트 강원 평창은 36,000제곱미터의 대지 주변으로 펼쳐지는 평창의 아름다운 풍경에 자연스럽게 녹아드는 건축의 형태를 찾아내기 위하여 고민한 결과물이며, 호텔의 생김새는 ...",
371,3214,3,32,강원 강릉시 주문진읍 주문로 59 SL호텔 강릉,37.8893,128.8254,SL호텔 강릉,"아름다운 동해의 일출과 일몰을 즐길 수 있는 곳, SL호텔강릉 때묻지 않은 옛스러움과 모던함이 함께 조화를 이루는 SL호텔강릉은 지역을 대표하는 특급 호텔로 레저와 비즈니스를 위한 다양한...",
372,3215,3,32,강원 강릉시 창해로 307,37.7911,128.9211,세인트존스호텔,"다양한 엔터테인먼트와 휴양을 한 곳에서 즐길 수 있는 곳, 세인트존스 호텔 푸른 해송숲과 청정 동해 바다가 만나는 곳에 위치한 세인트존스 호텔은 호텔 내 여유로운 휴양은 물론 다양한 부...",
373,3216,3,32,강원 강릉시 해안로406번길 17,37.799069,128.91357,경포비치관광호텔,경포비치관광호텔은 구)르호텔을 리모델링하여 새롭게 탄생했습니다. 깨끗하고 전망 좋은 객실과 최고급 시설과 다양한 부대시설을 갖추며 편안하고 분위기 있는 펍 레스토랑과 조식을 즐길 ...,
374,3217,3,32,강원 속초시 중앙로 266,38.213632,128.59677,속초 아이파크 스위트호텔,"차랑 5분거리에 설악산 국립공원이 인접한 쾌적한 자연환경/ 바로 앞 속초등대전망대와 등대해수욕장의 동해 앞바다와 연계한 아름다운 수변경관/ 수도권과 연결하는 고속도로와 국도, KTX역(2...",
375,3218,3,34,강원 속초시 해오름로 171,38.189741,128.602354,속초 컨피네스 비치 호텔,"푸르른 동해 바다와 설악을 품은 속초, 그곳에서 속초 컨피네스 비치호텔이 New Wave를 선도합니다. 아름다운 일출을 자랑하는 속초해수욕장과 사계절 내내 웅장한 기운을 주는 설악산. 그리고 ...",
376,3910,3,39,제주 서귀포시 예래로 424,33.2369293,126.3726851,베이힐 풀&빌라,베이힐풀앤빌라는 제주도 중문권에 위치한 고급 풀 빌라입니다. 하나의 호텔동과 9 개의 빌라동이 있으며 각각의 객실은 독특한 컨셉으로 디자인 되었으며 한국에서 가장 권위 높은 건축가 협...,
377,3911,3,39,제주 서귀포시 중문상로 207-13,33.2654244,126.4277447,제주 에코 스위츠,"제주에코스위츠 펜션은 제주의 신비로운 하늘과 구름을 바라보며 자연을 가까이 느끼면서, 도시에서의 스트레스를 날려 버릴 수 있는 최적의 장소입니다. 2022년11월15일 에코스위츠는 제주우...",
378,3912,3,39,제주 서귀포시 표선면 일주동로6285번길 13-12 해바라기펜션,33.3056026,126.8012145,제주 해바라기 펜션,"제주해바라기펜션은 제주도 동남부 중심에 위치해 있어 성산일출봉, 우도, 스누피가든, 제주민속촌, 성읍민속마을, 서귀포 정방폭포, 쇠소깍 등 많은 여행지를 편리하게 다닐 수 있어요. 저희 펜션은 바다와 올레길이 도보 3분거리에 위치해있어 바다전망과 산책로가 잘 되어 있고 키즈숙소부터, 커다란 객실 가족숙소까지 어떤 구성의 가족과 친구들이라도 편안하게 머무르실 수 있어요. 또 내부는 친환경 편백나무로 꾸며져 있어 제주도에서의 힐링을 도와드린답니다. 여름(7월,8월 날짜 추후공지)에는 어린이풀장이 운영되고 5분거리의 해수욕장에서 가족들과 즐거운 시간을 보내실 수 있어요.",
